player_hand,dealer_upcard,result
8D-8C,8H,1
AS-AH,2S,1
2H-2C,6C,1
KS-KD,2C,0
AC-AD,QH,1
9D-9H,AC,0
9C-9D,10C,0
2D-2S,JC,0
JH-JD,3H,0
7D-7C,9D,0
10S-10H,9C,0
2C-2H,6S,1
7C-7S,8D,0
9D-9S,KH,0
4D-4C,2H,0
6H-6C,AH,0
2S-2C,5D,1
AH-AD,6H,1
8D-8H,3C,1
6D-6S,AH,0
9D-9S,6D,1
7S-7C,10C,0
8D-8S,2D,1
8D-8H,2D,1
KD-KC,7H,0
7D-7S,2C,1
3S-3H,AD,0
6H-6S,3S,1
6H-6S,9S,0
7S-7C,6S,1
4C-4H,5S,1
4C-4S,5S,1
5H-5S,6C,0
9S-9D,AS,0
JH-JD,3H,0
KC-KD,7H,0
AS-AD,3S,1
4C-4D,9H,0
AH-AC,3C,1
8H-8S,9D,1
8S-8C,9D,1
8D-8S,10D,1
JC-JH,3C,0
QS-QC,5S,0
3D-3S,6C,1
JC-JD,9D,0
AC-AS,9H,1
7S-7D,JC,0
AS-AD,10D,1
AS-AD,5S,1
JH-JC,7C,0
2H-2S,KS,0
JS-JD,4D,0
QC-QH,5C,0
4H-4S,2S,0
9H-9C,7H,0
8S-8H,KD,1
3S-3D,KH,0
2S-2C,QD,0
5S-5H,QH,0
10S-10D,QS,0
JC-JH,3D,0
2H-2D,2C,1
2D-2S,8H,0
6S-6H,3H,1
6S-6D,3H,1
4D-4C,6S,1
KH-KC,QC,0
AC-AS,4D,1
6C-6S,7S,0
JH-JS,6D,0
QH-QC,4S,0
5S-5H,7H,0
10H-10D,QS,0
8C-8D,4H,1
AH-AS,QD,1
AD-AS,2S,1
3S-3H,JH,0
4H-4S,3D,0
QD-QS,7D,0
9H-9S,AD,0
JC-JS,KD,0
3D-3C,4C,1
5H-5S,10H,0
6S-6H,5C,1
QC-QS,8D,0
6D-6S,7H,0
AC-AD,6D,1
4C-4D,JC,0
2D-2H,3C,1
QH-QS,AH,0
4H-4S,5S,1
10H-10S,KD,0
2D-2S,9S,0
4H-4C,3D,0
QS-QH,KH,0
2H-2D,8H,0
QS-QC,KH,0
10H-10D,3D,0
10H-10D,5D,0
6H-6S,2C,1
10H-10S,7D,0
3H-3D,3C,1
KD-KH,2H,0
5S-5D,9D,0
8D-8C,9H,1
5S-5C,KC,0
AH-AC,2H,1
JD-JC,6S,0
4S-4C,5S,1
4S-4D,5S,1
3D-3S,9S,0
AH-AD,5D,1
JH-JS,QD,0
5C-5S,4D,0
KH-KD,5H,0
4H-4C,9S,0
QC-QD,9H,0
JS-JC,10C,0
7C-7S,9S,0
6S-6D,4H,1
QD-QH,2D,0
3D-3S,2C,1
7C-7H,8D,0
10D-10C,4C,0
9H-9S,7H,0
10C-10S,3C,0
5C-5D,5H,0
3D-3C,KD,0
2C-2S,AS,0
9S-9C,QS,0
JH-JS,JC,0
QC-QS,5H,0
2S-2C,3C,1
5C-5S,JS,0
QD-QC,7C,0
KS-KH,2D,0
AH-AS,JH,1
5C-5D,2C,0
QS-QC,2C,0
JD-JC,9S,0
10D-10S,7C,0
4C-4D,5H,1
10D-10H,2S,0
3C-3H,10S,0
4D-4H,3S,0
JS-JC,AC,0
QS-QD,4D,0
3H-3D,AS,0
2H-2C,JC,0
4S-4D,2D,0
AS-AD,KS,1
7C-7S,8C,0
3D-3S,2C,1
AS-AH,JC,1
3S-3C,7S,1
8D-8C,4S,1
3D-3H,AH,0
KH-KC,7D,0
KC-KD,KS,0
4H-4D,JC,0
AS-AH,KH,1
QC-QS,10C,0
9D-9C,2H,1
8H-8C,KD,1
5H-5C,JS,0
10C-10H,9D,0
5C-5S,JH,0
5S-5D,4S,0
JC-JD,JS,0
JH-JS,2H,0
10D-10H,7S,0
JS-JC,5S,0
10H-10C,5C,0
AH-AD,6C,1
6C-6H,3H,1
2D-2C,4C,1
6C-6S,9H,0
2D-2H,4D,1
4S-4H,9H,0
5D-5C,10C,0
7C-7D,9H,0
10D-10H,2H,0
5D-5H,2H,0
QH-QC,JC,0
7H-7C,4C,1
9C-9H,6C,1
QH-QS,8H,0
AH-AC,2D,1
3D-3H,4D,1
3D-3S,AC,0
8S-8H,3H,1
7S-7C,4S,1
QH-QC,JS,0
5H-5C,JC,0
KD-KC,JS,0
4C-4D,5C,1
4C-4H,5C,1
JH-JD,AC,0
QH-QC,JS,0
2S-2D,9H,0
2D-2S,9D,0
9H-9D,3H,1
QD-QS,9C,0
10H-10D,AS,0
7S-7H,8C,0
7C-7S,4D,1
9D-9H,3C,1
3S-3H,4D,1
KD-KS,JH,0
2C-2S,3D,1
2C-2D,3D,1
4D-4S,JH,0
KD-KS,7D,0
10S-10C,2D,0
4S-4H,3S,0
8H-8S,9S,1
8S-8C,9S,1
JD-JC,2H,0
AH-AS,10S,1
8H-8D,3S,1
QC-QH,JH,0
4C-4H,3C,0
9D-9H,4H,1
7D-7C,AC,0
AS-AD,5D,1
2H-2S,2D,1
8H-8D,6H,1
7H-7S,9C,0
QS-QD,6S,0
AC-AD,6D,1
5S-5C,4H,0
JC-JH,QH,0
JC-JD,8S,0
8D-8H,AS,1
AD-AS,KC,1
6H-6S,8H,0
JH-JD,6S,0
QC-QH,7S,0
AS-AH,9C,1
3D-3C,8H,0
6S-6D,KH,0
KC-KD,10C,0
9H-9S,7D,0
8C-8D,7D,1
3S-3C,4H,1
AC-AD,JS,1
10S-10C,8C,0
7C-7D,KC,0
QC-QS,10S,0
9H-9C,4H,1
KH-KS,QD,0
10S-10D,JC,0
4D-4C,6H,1
KC-KD,9H,0
5D-5S,3D,0
3D-3C,3S,1
9S-9D,KC,0
QH-QS,AH,0
9D-9H,AS,0
6S-6D,AD,0
3C-3D,3S,1
6H-6C,3S,1
6H-6S,3S,1
QS-QH,2D,0
7C-7H,10C,0
2S-2D,5H,1
10S-10C,7S,0
4S-4D,2S,0
6D-6C,5D,1
6D-6S,5D,1
6D-6H,5D,1
2S-2C,5C,1
3D-3C,3H,1
7C-7H,AS,0
6D-6C,5H,1
3D-3S,7C,1
7D-7H,3S,1
7H-7S,3S,1
5D-5H,6S,0
2H-2S,5C,1
QH-QC,KD,0
9D-9C,10D,0
JS-JC,10H,0
9D-9H,6S,1
QD-QH,QC,0
KS-KH,JD,0
7C-7S,8H,0
6H-6S,3H,1
4C-4D,5H,1
5H-5D,QD,0
4C-4S,9C,0
10H-10D,JD,0
QD-QS,9D,0
4D-4C,2S,0
10S-10D,4S,0
3D-3C,QC,0
5C-5D,10D,0
10D-10S,KD,0
4H-4C,10D,0
8D-8S,2S,1
8S-8C,2S,1
10D-10H,2C,0
10C-10S,5H,0
AC-AD,10S,1
5D-5S,7S,0
AC-AD,5S,1
7S-7D,3C,1
7C-7S,7D,1
10C-10S,QH,0
JC-JS,5C,0
QS-QH,6D,0
4C-4S,5D,1
10C-10H,AS,0
AS-AC,10C,1
JH-JD,6D,0
KD-KC,QC,0
3S-3H,4D,1
3H-3C,4D,1
6D-6C,QS,0
3C-3D,6D,1
JC-JS,2D,0
9D-9H,KH,0
2S-2C,8C,0
8C-8S,5D,1
10H-10S,6S,0
4D-4S,JD,0
6H-6D,8H,0
KD-KC,8C,0
JH-JC,3D,0
QC-QD,4S,0
9C-9S,JS,0
6C-6D,8D,0
AC-AH,QH,1
4H-4C,10D,0
6H-6C,4H,1
4D-4C,9H,0
3C-3D,8D,0
5C-5H,7C,0
4C-4H,JS,0
2D-2S,4H,1
2D-2H,5D,1
AS-AC,QD,1
KH-KD,QH,0
5S-5D,6C,0
JC-JH,6C,0
8C-8S,8D,1
4H-4C,6H,1
10H-10C,KS,0
QH-QC,9S,0
5H-5D,8D,0
5H-5C,8S,0
10S-10H,9C,0
AC-AD,4S,1
9H-9C,AH,0
4S-4H,JS,0
2C-2H,9S,0
10H-10D,2C,0
4S-4C,5H,1
3C-3S,6D,1
10D-10S,QD,0
5S-5C,KS,0
8S-8H,5D,1
KD-KS,JH,0
7C-7D,2C,1
3S-3C,JD,0
3H-3D,2D,1
3H-3C,2D,1
4S-4C,JC,0
4H-4D,5S,1
9D-9H,3S,1
9D-9C,3S,1
2D-2H,7S,1
2D-2S,7S,1
4D-4S,AS,0
JD-JS,8C,0
2S-2D,JH,0
10S-10H,5H,0
2S-2H,2C,1
2S-2C,6C,1
2S-2H,6C,1
JH-JD,10D,0
QC-QS,4D,0
3S-3H,KD,0
KC-KD,8S,0
AH-AD,9H,1
2D-2C,3C,1
2H-2D,JS,0
4H-4D,2H,0
AS-AD,QH,1
JS-JH,2C,0
2H-2S,6D,1
2S-2D,6D,1
JH-JS,6H,0
9C-9H,2H,1
AC-AD,8D,1
JC-JH,5S,0
AH-AC,9S,1
9D-9S,QS,0
QH-QS,9S,0
4D-4S,7C,0
5D-5H,JC,0
7H-7D,5H,1
10D-10S,2H,0
AC-AH,10C,1
QS-QD,10S,0
9C-9S,QD,0
8D-8H,5H,1
10S-10C,JH,0
5C-5D,3D,0
AH-AD,4C,1
QS-QC,5D,0
AC-AD,6D,1
10D-10S,4S,0
5S-5H,5D,0
AH-AS,4S,1
9C-9D,7D,0
6C-6D,JS,0
5D-5S,5H,0
5H-5C,9S,0
10S-10D,KH,0
AS-AD,3D,1
4C-4D,3S,0
QH-QC,8H,0
6H-6C,JS,0
10S-10C,6C,0
4C-4S,5S,1
2S-2C,QC,0
8C-8H,9H,1
8D-8H,KC,1
QS-QC,3C,0
7S-7H,10H,0
6H-6C,KS,0
JC-JH,3S,0
6D-6H,9D,0
KS-KD,8S,0
6D-6C,8C,0
5D-5C,4C,0
4H-4D,8D,0
8S-8C,3H,1
5C-5H,2H,0
9S-9H,4D,1
AC-AH,5C,1
5H-5D,4D,0
5C-5H,7H,0
KD-KC,10D,0
10H-10S,6C,0
7S-7H,10H,0
3S-3D,2S,1
JC-JS,2H,0
8D-8S,JH,1
5H-5C,7D,0
AD-AS,8C,1
KC-KS,9C,0
9H-9C,7H,0
4S-4D,2C,0
JD-JH,10S,0
9D-9H,QS,0
6S-6D,JS,0
8D-8C,8H,1
KH-KC,10S,0
2C-2D,5D,1
5D-5S,KC,0
8C-8H,AS,1
KH-KS,QS,0
9D-9C,KC,0
6D-6H,7H,0
JS-JH,8S,0
QS-QH,KD,0
5D-5C,QH,0
QC-QS,7S,0
KH-KC,7D,0
8H-8S,AD,1
3S-3C,9H,0
10C-10D,8C,0
10C-10D,QD,0
7H-7C,QS,0
7C-7S,3H,1
3S-3C,10C,0
QD-QH,7S,0
AC-AS,3H,1
4S-4D,QS,0
QC-QS,JC,0
QS-QD,4D,0
4S-4C,KH,0
7S-7C,8S,0
9D-9S,KS,0
8C-8D,7H,1
8D-8H,10S,1
AS-AC,3D,1
QH-QS,2H,0
6D-6H,5H,1
9D-9C,10S,0
5H-5C,5D,0
2C-2S,9S,0
2S-2C,8D,0
3C-3S,7S,1
7S-7D,5H,1
7D-7C,5H,1
KD-KH,10C,0
7C-7H,QD,0
4D-4H,JH,0
4S-4H,2D,0
7D-7S,3D,1
JS-JD,6H,0
8S-8H,3C,1
8S-8D,3C,1
4H-4C,2S,0
3D-3S,KH,0
JD-JC,JH,0
2S-2D,3H,1
2D-2H,3H,1
3H-3D,KC,0
3C-3H,JH,0
3C-3D,4H,1
4H-4C,10H,0
JH-JS,KD,0
3S-3H,JD,0
8S-8H,2S,1
8D-8C,5D,1
8C-8S,5D,1
2C-2D,2H,1
3C-3D,5S,1
AS-AD,AH,1
10D-10H,2S,0
10C-10H,3S,0
KH-KD,6D,0
7C-7S,AS,0
6D-6C,QS,0
KC-KD,JC,0
2D-2C,4D,1
4D-4C,10S,0
AS-AH,7C,1
8C-8S,7H,1
8S-8D,7H,1
7C-7H,5H,1
KH-KD,5H,0
2S-2C,10S,0
8C-8H,JD,1
7C-7S,QD,0
JC-JD,9C,0
AH-AC,6S,1
7D-7H,KC,0
KC-KD,5H,0
9C-9H,KC,0
5C-5H,7H,0
KD-KS,10S,0
KC-KH,KD,0
KC-KD,10H,0
QS-QC,7C,0
JC-JH,10D,0
KD-KS,2C,0
7H-7S,3H,1
QH-QD,8S,0
KH-KD,KS,0
9C-9H,6H,1
4C-4H,4S,0
10C-10D,4D,0
AC-AD,3D,1
3H-3S,4C,1
QS-QH,8D,0
2H-2S,KS,0
9C-9H,3C,1
4S-4D,7D,0
8H-8C,QS,1
KS-KD,AS,0
AC-AH,QH,1
3S-3C,6C,1
7D-7C,6S,1
8C-8S,8H,1
9H-9D,7D,0
QH-QD,2S,0
AS-AC,QC,1
7H-7D,JD,0
AD-AC,2D,1
QH-QC,2H,0
10S-10H,JS,0
9C-9S,8C,1
10S-10D,KH,0
AC-AD,9C,1
8D-8H,7S,1
QS-QC,9C,0
9S-9C,KD,0
KH-KS,8C,0
10S-10C,10D,0
7S-7H,7C,1
QS-QH,7D,0
QD-QS,3C,0
9S-9C,QC,0
5S-5C,QH,0
6D-6H,5D,1
4S-4H,6C,1
10C-10S,KS,0
9C-9S,6D,1
6D-6H,3H,1
4S-4D,5S,1
KH-KS,10S,0
3S-3H,JC,0
JD-JC,6H,0
5H-5S,JD,0
KH-KC,9D,0
4D-4C,5D,1
2D-2H,AD,0
7H-7D,10H,0
JS-JC,8H,0
QH-QD,5D,0
KS-KD,2H,0
2S-2D,3H,1
6C-6S,7H,0
3S-3H,8D,0
2H-2D,JC,0
4S-4H,6C,1
QD-QH,AS,0
3C-3S,4C,1
7H-7S,8D,0
10D-10C,2D,0
JS-JD,3S,0
4D-4C,5H,1
JS-JH,9D,0
4H-4S,KS,0
AH-AC,3C,1
QH-QC,6C,0
5D-5H,9C,0
7D-7S,4H,1
7S-7H,7D,1
QH-QC,2C,0
5D-5S,2H,0
JC-JD,7D,0
7D-7H,10H,0
5D-5H,7C,0
AH-AD,10S,1
JD-JH,2D,0
2D-2C,QS,0
QC-QS,10D,0
5S-5D,8S,0
6S-6H,7C,0
4D-4S,6H,1
2S-2H,2D,1
JC-JH,8H,0
6D-6H,QH,0
8D-8C,6H,1
KC-KD,JD,0
9D-9C,10H,0
5H-5D,10D,0
4S-4H,QC,0
KS-KH,3C,0
KD-KC,3S,0
9C-9H,7H,0
QS-QC,KS,0
AC-AS,5H,1
5C-5H,9S,0
QC-QH,3H,0
QD-QS,2C,0
2H-2C,KS,0
6S-6C,KD,0
7S-7H,5D,1
2D-2S,4H,1
10H-10S,KD,0
3S-3C,10H,0
8C-8D,4C,1
AD-AH,QD,1
10D-10H,AC,0
3S-3C,7H,1
2D-2H,10H,0
3H-3C,JH,0
JS-JC,KH,0
5S-5D,JH,0
5H-5D,QD,0
3C-3D,AD,0
7D-7C,6S,1
AC-AH,AS,1
QH-QC,10D,0
8D-8H,JC,1
9S-9D,AH,0
6S-6H,3C,1
3H-3S,7H,1
9D-9S,6H,1
7D-7C,5H,1
QC-QS,4H,0
AC-AD,JS,1
3D-3C,QS,0
2S-2H,9D,0
7C-7S,8H,0
QS-QC,3S,0
4D-4H,8H,0
7D-7C,4D,1
7C-7D,KS,0
AD-AS,7H,1
2S-2H,3C,1
7H-7D,9D,0
4H-4C,9D,0
KS-KH,5H,0
9D-9H,9C,1
KD-KH,7C,0
2H-2S,7D,1
5C-5H,10C,0
JC-JD,9C,0
8H-8C,KC,1
2S-2C,10S,0
8S-8H,9S,1
2D-2C,8H,0
10H-10D,8H,0
QS-QD,7D,0
AC-AD,KC,1
9C-9D,2S,1
6D-6C,KS,0
4C-4D,10C,0
KD-KS,6D,0
10S-10C,6S,0
2S-2D,7D,1
2C-2H,9S,0
3S-3D,QD,0
KC-KH,5H,0
5H-5C,7H,0
AS-AC,JS,1
4H-4S,6C,1
6D-6H,JS,0
8C-8S,JD,1
10H-10D,3H,0
3H-3S,8D,0
6H-6D,JH,0
3S-3D,6H,1
5H-5C,10S,0
5H-5C,JC,0
QS-QC,2D,0
4H-4C,7S,0
6C-6H,KC,0
QS-QH,AS,0
6H-6D,9H,0
6C-6D,9H,0
10C-10S,KD,0
6C-6D,5C,1
AD-AH,3H,1
QD-QC,AC,0
7H-7C,4H,1
KC-KS,7C,0
5H-5C,JD,0
8H-8C,JS,1
6S-6D,QS,0
8S-8H,8C,1
10S-10H,7H,0
JH-JS,3D,0
5S-5D,9C,0
QC-QD,5D,0
3H-3S,4C,1
KC-KS,10D,0
3H-3C,3D,1
2C-2D,QH,0
3C-3H,JD,0
3S-3D,6C,1
KH-KS,6C,0
KD-KS,JH,0
3C-3S,3D,1
9D-9H,5S,1
5H-5C,6S,0
KS-KH,9C,0
5D-5S,10H,0
7S-7D,6S,1
7S-7C,6S,1
10S-10H,3S,0
AS-AC,7D,1
6S-6D,QS,0
2D-2H,3S,1
5C-5S,KS,0
7S-7C,9H,0
6H-6C,AH,0
5S-5H,QC,0
7D-7H,KH,0
10S-10D,8D,0
7C-7H,KC,0
7C-7D,JC,0
KD-KC,3S,0
AS-AC,JC,1
2D-2C,JS,0
2H-2C,5C,1
AC-AH,QS,1
3C-3S,6S,1
6C-6D,KS,0
4S-4D,3D,0
6S-6D,9H,0
5S-5C,6H,0
8S-8C,KC,1
7H-7S,4S,1
2S-2D,7H,1
7S-7H,3S,1
6C-6S,QS,0
2C-2H,QC,0
2H-2C,QD,0
QD-QH,AH,0
5H-5D,AH,0
AC-AS,3C,1
4C-4S,6S,1
3C-3H,JD,0
3H-3S,3C,1
JS-JD,5C,0
4H-4D,10S,0
3H-3D,2C,1
3H-3D,AD,0
7D-7S,KC,0
JS-JD,8H,0
8H-8S,10D,1
QC-QH,QD,0
3C-3H,5C,1
8C-8S,9C,1
8S-8H,9C,1
3C-3D,4C,1
8D-8S,5S,1
5D-5H,QH,0
JC-JS,6S,0
6H-6S,8C,0
4S-4D,7C,0
10C-10S,6H,0
9D-9H,QS,0
5H-5C,QD,0
4C-4S,6H,1
6C-6D,8C,0
JD-JC,QD,0
5H-5C,8H,0
6C-6D,8C,0
8D-8S,3H,1
7S-7H,9D,0
10S-10H,3S,0
QC-QS,3H,0
JH-JC,8C,0
6S-6D,7S,0
4H-4C,2S,0
7C-7D,KC,0
JH-JC,5S,0
6H-6D,7H,0
7S-7C,2D,1
8H-8D,4C,1
6H-6C,JC,0
3C-3D,10C,0
9C-9S,8S,1
2D-2S,3D,1
9S-9D,10S,0
6D-6H,5S,1
7H-7D,8D,0
QC-QS,JD,0
4S-4H,9D,0
8C-8S,2H,1
6S-6C,KC,0
8S-8H,JC,1
8H-8S,10C,1
9S-9H,4S,1
2H-2C,8H,0
KC-KD,2D,0
JH-JD,7C,0
5H-5D,AS,0
KH-KD,5D,0
6H-6C,8C,0
2S-2H,10C,0
9S-9D,4H,1
JD-JH,10C,0
4S-4C,3H,0
AD-AC,5H,1
JC-JS,JH,0
3D-3S,KS,0
2C-2H,AC,0
3D-3S,9D,0
6H-6S,8D,0
8D-8C,7H,1
8D-8S,7H,1
7C-7S,3C,1
AD-AC,KD,1
2S-2C,10C,0
QS-QD,QH,0
7D-7H,10C,0
3C-3S,4C,1
3S-3H,4C,1
2C-2S,9H,0
10S-10H,3S,0
5D-5C,6H,0
JH-JS,KS,0
7C-7S,2H,1
8C-8H,7D,1
3H-3C,7H,1
4S-4H,2C,0
2S-2D,KD,0
3H-3S,5D,1
JD-JH,KS,0
JS-JC,QH,0
9H-9S,3S,1
10H-10S,3H,0
AD-AH,JC,1
AD-AC,5C,1
JD-JC,8H,0
JS-JH,KD,0
3D-3S,2C,1
QC-QS,10H,0
6H-6D,8C,0
8H-8D,7S,1
KD-KC,4S,0
5H-5D,3D,0
2C-2H,5H,1
7C-7D,QD,0
KH-KD,6C,0
7C-7H,JC,0
JS-JD,KH,0
7D-7S,4H,1
AD-AH,3S,1
7C-7S,JC,0
5S-5D,3C,0
5D-5H,AS,0
3H-3S,6S,1
KD-KH,3D,0
JH-JD,4S,0
4S-4H,10D,0
8C-8D,4C,1
QS-QC,AC,0
10H-10C,JS,0
4C-4H,5H,1
KS-KH,2S,0
2S-2C,KH,0
8H-8S,3C,1
9H-9D,4S,1
8H-8S,3D,1
6H-6S,10C,0
QH-QS,KH,0
6S-6H,2S,1
AH-AS,9H,1
2C-2S,JS,0
2D-2C,10S,0
2S-2D,KH,0
6D-6S,KS,0
3H-3S,8D,0
7C-7S,2D,1
3S-3D,QC,0
2D-2C,KS,0
QC-QH,KH,0
QD-QH,10H,0
7D-7H,10S,0
2D-2C,6D,1
KH-KC,QH,0
2C-2D,4D,1
QS-QD,9S,0
4H-4S,6S,1
3C-3S,10H,0
3C-3D,6S,1
AC-AD,KS,1
2H-2C,7C,1
8D-8C,3S,1
9D-9C,6D,1
5C-5D,QH,0
KC-KD,JS,0
9S-9C,7S,0
AC-AD,QS,1
8S-8H,3H,1
8S-8D,2D,1
10D-10C,3D,0
3D-3C,4H,1
4C-4S,2D,0
8H-8C,9H,1
AC-AD,10D,1
AH-AS,QC,1
KC-KD,5H,0
9D-9S,6D,1
2C-2D,9D,0
AC-AD,JS,1
3H-3S,4S,1
JC-JS,7C,0
4C-4S,JS,0
10D-10S,4C,0
2C-2S,5S,1
KH-KS,JS,0
KC-KH,4D,0
4C-4H,5C,1
AS-AH,QD,1
3C-3H,3S,1
7S-7H,AS,0
AS-AH,9H,1
5S-5H,10H,0
7C-7H,JS,0
4H-4S,KS,0
KD-KC,QS,0
QC-QS,6H,0
2D-2H,2C,1
6D-6H,2S,1
4S-4D,2C,0
5S-5D,7S,0
KC-KH,6H,0
6S-6D,6H,1
6S-6H,2S,1
2H-2D,9S,0
4H-4S,2S,0
2H-2D,7S,1
2S-2H,4S,1
JD-JH,2D,0
7H-7D,7C,1
4D-4C,5H,1
4C-4H,5H,1
8D-8S,JS,1
2H-2D,9S,0
4S-4H,KD,0
AD-AC,JD,1
KS-KD,JS,0
9H-9D,3H,1
QH-QS,QD,0
4C-4D,QH,0
JD-JH,KS,0
QD-QS,AH,0
KH-KC,10D,0
JS-JD,10H,0
3H-3C,6H,1
7S-7C,JD,0
10D-10C,4C,0
AD-AH,10C,1
6H-6S,7C,0
5H-5C,KD,0
QC-QD,2H,0
3C-3H,4C,1
7H-7S,QS,0
8H-8S,AH,1
5H-5C,6D,0
3S-3C,JC,0
3H-3D,2S,1
3C-3H,QS,0
2C-2H,AS,0
QS-QC,8D,0
5C-5H,3S,0
JH-JC,QD,0
4D-4S,JS,0
3D-3S,2H,1
3C-3H,QS,0
8H-8S,2H,1
10H-10S,6H,0
7C-7S,9H,0
AH-AC,7S,1
6D-6S,3C,1
4H-4D,2C,0
5D-5C,4C,0
2H-2S,6C,1
9S-9C,QD,0
KS-KH,3C,0
10H-10D,4D,0
4S-4C,5H,1
8H-8C,4S,1
6S-6D,10D,0
2C-2S,AS,0
4H-4C,3C,0
7H-7C,5S,1
KH-KC,8D,0
5C-5H,AS,0
7D-7C,10H,0
5C-5S,8C,0
JH-JS,6C,0
2C-2S,6C,1
QS-QH,7S,0
4H-4S,8S,0
8H-8S,4C,1
JD-JC,10C,0
QC-QH,9H,0
10D-10C,8C,0
10H-10D,JS,0
KH-KS,3S,0
JD-JS,2H,0
9H-9D,JS,0
AC-AS,9H,1
6H-6D,KC,0
QS-QD,5C,0
7D-7S,4H,1
10C-10D,KH,0
JC-JH,4D,0
6S-6H,6C,1
7S-7H,5D,1
QS-QD,3D,0
8C-8H,6D,1
9C-9D,2D,1
9S-9H,5S,1
JC-JS,KS,0
8H-8C,2D,1
10C-10H,7C,0
3H-3D,4H,1
10H-10D,2C,0
5H-5S,2C,0
4H-4S,5S,1
3S-3D,6C,1
7C-7D,3H,1
2D-2S,QH,0
KH-KC,AH,0
6D-6S,8D,0
4S-4C,10H,0
8S-8H,6C,1
JH-JD,10H,0
9C-9S,JD,0
JC-JH,3D,0
JH-JC,AH,0
AS-AC,6S,1
KD-KH,5H,0
KS-KH,5H,0
AH-AC,5D,1
8C-8H,3H,1
8C-8H,10H,1
3H-3S,QS,0
KS-KD,6C,0
6C-6D,JD,0
JC-JH,9C,0
JS-JC,3H,0
5H-5S,7H,0
AS-AC,QD,1
6C-6H,9D,0
5S-5H,6D,0
4H-4S,3C,0
4H-4C,10H,0
KS-KH,JC,0
4C-4H,10D,0
AS-AC,KH,1
JC-JD,9H,0
8D-8C,10H,1
7D-7H,5S,1
5C-5H,AH,0
6D-6H,QD,0
4C-4D,3D,0
AC-AH,5S,1
QS-QC,5H,0
4S-4D,AC,0
5C-5H,9D,0
8C-8H,9H,1
KD-KH,3D,0
4H-4C,AD,0
6C-6H,2C,1
7S-7D,8C,0
AH-AC,8S,1
8D-8S,AD,1
AD-AC,7C,1
KS-KD,2C,0
QS-QH,KC,0
5C-5H,7C,0
7H-7C,10D,0
3S-3D,5D,1
9C-9S,10H,0
9C-9S,3H,1
AH-AD,3H,1
AS-AC,7D,1
5D-5H,QH,0
AS-AH,10S,1
5S-5D,KS,0
10S-10D,2D,0
5H-5S,AD,0
4S-4D,2H,0
6S-6H,JS,0
KC-KS,6C,0
4H-4D,KH,0
9H-9C,JS,0
QH-QC,QD,0
7H-7S,9C,0
10H-10C,JC,0
QD-QS,10H,0
7D-7S,QC,0
4C-4S,8C,0
8H-8D,10S,1
7H-7C,3D,1
JC-JD,8D,0
10S-10C,JH,0
JH-JC,4S,0
9H-9C,10S,0
QS-QD,AS,0
5S-5H,2S,0
6D-6C,3C,1
4H-4D,6C,1
QD-QH,9S,0
10S-10H,10D,0
6H-6C,3H,1
8D-8H,QD,1
2S-2C,9D,0
7D-7C,KC,0
6C-6D,9C,0
6S-6D,7S,0
8C-8D,9C,1
10D-10H,5D,0
7S-7H,10S,0
7D-7C,5C,1
JC-JS,8S,0
8H-8S,AC,1
2H-2C,10D,0
4C-4S,3D,0
KD-KH,8S,0
6H-6C,QD,0
7C-7D,3C,1
AD-AS,4S,1
KS-KC,4H,0
4D-4C,2C,0
5S-5C,4H,0
5D-5H,3D,0
QS-QH,2S,0
QC-QH,6H,0
10C-10S,8C,0
9C-9S,7D,0
9H-9D,AH,0
4D-4C,QS,0
6S-6C,JS,0
10S-10C,5D,0
4D-4S,KS,0
AC-AH,8S,1
9C-9H,4D,1
7D-7S,7H,1
5H-5S,2H,0
AC-AH,3S,1
QS-QH,8C,0
8H-8S,AC,1
QD-QH,2S,0
2H-2D,QS,0
AC-AS,AD,1
QD-QH,QS,0
2D-2S,9S,0
6S-6H,5D,1
AD-AS,8H,1
KS-KH,6D,0
KS-KD,10D,0
4H-4D,3D,0
3S-3C,9S,0
7C-7S,10S,0
9D-9S,6S,1
7S-7D,6C,1
AC-AS,4D,1
2C-2D,5H,1
10D-10S,KC,0
4S-4D,6S,1
7H-7S,10D,0
QS-QC,3S,0
3H-3S,AS,0
3C-3D,KH,0
4H-4S,AD,0
4D-4H,4C,0
4H-4D,QC,0
QD-QS,AD,0
6C-6S,QH,0
4C-4H,7S,0
KS-KD,5C,0
3D-3S,4H,1
10S-10C,AH,0
AD-AC,KS,1
3S-3D,8H,0
8D-8H,5C,1
4S-4C,AC,0
3C-3H,AC,0
7D-7S,2H,1
AD-AS,7D,1
KS-KC,5S,0
AS-AC,7S,1
AD-AH,6S,1
2H-2D,5D,1
10S-10H,KD,0
5D-5C,JC,0
3C-3S,7S,1
2S-2D,4S,1
2C-2S,8S,0
10S-10D,9H,0
AD-AC,10C,1
3D-3H,5H,1
4C-4D,8C,0
KD-KC,5S,0
JH-JC,2S,0
9S-9H,3D,1
9H-9D,3D,1
5D-5C,KS,0
6S-6H,JH,0
JS-JD,6C,0
3D-3C,8H,0
QD-QC,5C,0
7C-7D,9S,0
4H-4D,5C,1
10S-10H,KH,0
10C-10S,10D,0
AC-AD,8S,1
2D-2S,6D,1
3S-3C,9S,0
7H-7D,JD,0
2S-2H,4C,1
5D-5C,8S,0
9S-9H,8D,1
